순번(No),시설물명,시설물구분,시설물종류,종별,관리주체구분,항목명,위치
633,예술공원 지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 25.0 m, 차로수 : 2",경기도 안양시
634,우편집중국 앞 지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 48.8 m, 차로수 : 1",경기도 안양시
635,제일은행 앞 지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 46.0 m, 차로수 : 1",경기도 안양시
636,조선일보사 앞 지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 30.8 m, 차로수 : 1",경기도 안양시
637,주접 지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 26.5 m, 차로수 : 3",경기도 안양시
638,중앙초교 앞 지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 46.0 m, 차로수 : 1",경기도 안양시
639,청원 지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 33.0 m, 차로수 : 2",경기도 안양시
640,평촌역 중소기업은행 앞 지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 48.0 m, 차로수 : 1",경기도 안양시
641,학원가 앞 지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 48.8 m, 차로수 : 1",경기도 안양시
642,호계시장 앞 지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 46.0 m, 차로수 : 1",경기도 안양시
643,송추지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 138.0 m, 차로수 : 4",경기도 양주시
644,온골지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 85.0 m, 차로수 : 4",경기도 연천군
645,우암지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 40.0 m, 차로수 : 4",경기도 연천군
646,궐동지하도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 31.4 m, 차로수 : 2",경기도 오산시
647,남촌(성호)지하도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 40.0 m, 차로수 : 4",경기도 오산시
648,농서지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 54.0 m, 차로수 : 4",경기도 용인시
649,삼막곡제2지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 142.7 m, 차로수 : 4",경기도 용인시
650,삼막곡터널,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 62.0 m, 차로수 : 6",경기도 용인시
651,청덕지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 301.7 m, 차로수 : 4",경기도 용인시
652,비전지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 80.0 m, 차로수 : 4",경기도 평택시
653,서정지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 48.0 m, 차로수 : 2",경기도 평택시
654,서탄지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 30.0 m, 차로수 : 3",경기도 평택시
655,송탄지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 27.0 m, 차로수 : 2",경기도 평택시
656,신대지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 35.0 m, 차로수 : 4",경기도 평택시
657,유천지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 28.0 m, 차로수 : 2",경기도 평택시
658,은실지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 30.0 m, 차로수 : 2",경기도 평택시
659,통복지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 52.0 m, 차로수 : 2",경기도 평택시
660,하북지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 37.0 m, 차로수 : 2",경기도 평택시
661,위례지하보차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 49.0 m, 차로수 : 3",경기도 하남시
662,창우지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 46.0 m, 차로수 : 4",경기도 하남시
663,구목포지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 25.0 m, 차로수 : 4",경기도 화성시
664,매송지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 55.0 m, 차로수 : 4",경기도 화성시
665,반정지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 59.6 m, 차로수 : 2",경기도 화성시
666,병점1교 지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 66.6 m, 차로수 : 2",경기도 화성시
667,양산지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 86.8 m, 차로수 : 2",경기도 화성시
668,황계지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 71.4 m, 차로수 : 2",경기도 화성시
669,효원지하차도,터널,지하차도,3종,공공,"형식 : RC옹벽 / 연장 : 11.0 m, 차로수 : 2",경기도 화성시
670,귀목정지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 21.0 m, 차로수 : 1",경상남도 거제시
671,수창아파트 앞 지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 25.7 m, 차로수 : 2",경상남도 거제시
672,옥산지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 27.0 m, 차로수 : 1",경상남도 거제시
673,장평지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 54.9 m, 차로수 : 2",경상남도 거제시
674,코아루 앞 지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 30.0 m, 차로수 : 1",경상남도 거제시
675,화원1지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 27.0 m, 차로수 : 2",경상남도 거제시
676,화원2지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 23.0 m, 차로수 : 1",경상남도 거제시
677,송학지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 23.0 m, 차로수 : 2",경상남도 고성군
678,덕계지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 81.0 m, 차로수 : 2",경상남도 양산시
679,남강지하차도,터널,지하차도,3종,공공,"형식 : RC박스교 / 연장 : 293.0 m, 차로수 : 2",경상남도 진주시
680,소계2지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 67.0 m, 차로수 : 5",경상남도 창원시
681,팔용1지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 40.0 m, 차로수 : 2",경상남도 창원시
682,팔용2지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 36.0 m, 차로수 : 2",경상남도 창원시
683,건천지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 10.0 m, 차로수 : 2",경상북도 경주시
684,배반지하차도,터널,지하차도,3종,공공,"형식 : 4련 BOX / 연장 : 20.0 m, 차로수 : 5",경상북도 경주시
685,유금3리 지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 14.0 m, 차로수 : 2",경상북도 경주시
686,마곡지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 83.0 m, 차로수 : 1",경상북도 김천시
687,법흥지하도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 20.0 m, 차로수 : 2",경상북도 안동시
688,서안동I.C지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 90.0 m, 차로수 : 4",경상북도 안동시
689,시외버스터미널지하차도,터널,지하차도,3종,공공,"형식 : 라멘형 / 연장 : 41.0 m, 차로수 : 4",경상북도 안동시
690,예천지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 60.0 m, 차로수 : 4",경상북도 예천군
691,왜관지하보·차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 56.0 m, 차로수 : 2",경상북도 칠곡군
692,왜관지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 18.3 m, 차로수 : 4",경상북도 칠곡군
693,천평지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 99.8 m, 차로수 : 3",경상북도 칠곡군
694,산월JCT RAMP-G교,터널,지하차도,3종,민간,"형식 : 파형강판 / 연장 : 82.0 m, 차로수 : 2",광주광역시 광산구
695,송정지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 50.0 m, 차로수 : 4",광주광역시 광산구
696,신창지하차도,터널,지하차도,3종,민간,"형식 : 박스형 / 연장 : 530.0 m, 차로수 : 6",광주광역시 광산구
697,광암지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 27.6 m, 차로수 : 1",광주광역시 북구
698,문흥지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 30.0 m, 차로수 : 1",광주광역시 북구
699,용전지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 22.4 m, 차로수 : 1",광주광역시 북구
700,우석지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 8.0 m, 차로수 : 2",광주광역시 북구
701,운암지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 25.0 m, 차로수 : 1",광주광역시 북구
702,운암지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 20.0 m, 차로수 : 2",광주광역시 북구
703,죽림지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 12.0 m, 차로수 : 2",광주광역시 북구
704,대봉교지하차도,터널,지하차도,3종,공공,"형식 : 라멘형 / 연장 : 90.0 m, 차로수 : 4",대구광역시 남구
705,중동교지하차도,터널,지하차도,3종,공공,"형식 : 라멘형 / 연장 : 95.0 m, 차로수 : 4",대구광역시 남구
706,희망교지하차도,터널,지하차도,3종,공공,"형식 : 라멘형 / 연장 : 90.0 m, 차로수 : 4",대구광역시 남구
707,대서지하차도,터널,지하차도,3종,공공,"형식 : 라멘형 / 연장 : 80.0 m, 차로수 : 4",대구광역시 달서구
708,용산 지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 259.0 m, 차로수 : 6",대구광역시 달서구
709,서재지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 49.0 m, 차로수 : 2",대구광역시 달성군
710,강촌지하도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 65.3 m, 차로수 : 1",대구광역시 동구
711,율하지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 52.0 m, 차로수 : 2",대구광역시 동구
712,해서지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 24.0 m, 차로수 : 2",대구광역시 동구
713,효목네거리지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 300.0 m, 차로수 : 4",대구광역시 동구
714,고촌지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 250.0 m, 차로수 : 2",대구광역시 북구
715,농수산지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 93.0 m, 차로수 : 2",대구광역시 북구
716,대구역지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 235.0 m, 차로수 : 8",대구광역시 북구
717,도청교지하차도,터널,지하차도,3종,공공,"형식 : 라멘형 / 연장 : 90.0 m, 차로수 : 4",대구광역시 북구
718,성북교지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 90.0 m, 차로수 : 4",대구광역시 북구
719,매천대교지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 80.0 m, 차로수 : 4",대구광역시 서구
720,상리지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 164.0 m, 차로수 : 4",대구광역시 서구
721,새방지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 71.0 m, 차로수 : 6",대구광역시 서구
722,가천지하차도,터널,지하차도,3종,공공,"형식 : 라멘형 / 연장 : 10.2 m, 차로수 : 2",대구광역시 수성구
723,망우공원지하차도,터널,지하차도,3종,공공,"형식 : 라멘형 / 연장 : 50.0 m, 차로수 : 2",대구광역시 수성구
724,망우당네거리지하차도,터널,지하차도,3종,공공,"형식 : 라멘형 / 연장 : 57.3 m, 차로수 : 2",대구광역시 수성구
725,동신교지하차도,터널,지하차도,3종,공공,"형식 : 라멘형 / 연장 : 90.0 m, 차로수 : 4",대구광역시 중구
726,신천교지하차도,터널,지하차도,3종,공공,"형식 : 라멘형 / 연장 : 95.0 m, 차로수 : 4",대구광역시 중구
727,가오지하차도(복),터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 25.0 m, 차로수 : 4",대전광역시 동구
728,엑스포지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 85.7 m, 차로수 : 6",대전광역시 서구
729,문현지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 59.0 m, 차로수 : 2",부산광역시 남구
730,문현지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 260.0 m, 차로수 : 4",부산광역시 남구
731,부산진시장 지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 44.0 m, 차로수 : 2",부산광역시 동구
732,범일지하도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 27.7 m, 차로수 : 2",부산광역시 부산진구
733,구남 굴다리,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 26.0 m, 차로수 : 2",부산광역시 북구
734,구포시장 입구 지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 11.0 m, 차로수 : 1",부산광역시 북구
735,화명2 지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 37.0 m, 차로수 : 2",부산광역시 북구
736,화명3 지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 42.0 m, 차로수 : 2",부산광역시 북구
737,화명4 지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 47.0 m, 차로수 : 2",부산광역시 북구
738,화명5 지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 37.0 m, 차로수 : 2",부산광역시 북구
739,화명6 지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 37.0 m, 차로수 : 2",부산광역시 북구
740,감현2교 지하보차도,터널,지하차도,3종,공공,"형식 : 통로박스 / 연장 : 20.0 m, 차로수 : 2",부산광역시 사상구
741,괘법동 지하차도,터널,지하차도,3종,공공,"형식 : 통로박스 / 연장 : 48.0 m, 차로수 : 1",부산광역시 사상구
742,보훈병원 지하차도1,터널,지하차도,3종,공공,"형식 : 지하차도 / 연장 : 30.0 m, 차로수 : 2",부산광역시 사상구
743,보훈병원 지하차도3,터널,지하차도,3종,공공,"형식 : 지하차도 / 연장 : 53.0 m, 차로수 : 4",부산광역시 사상구
744,북구경계 지하차도,터널,지하차도,3종,공공,"형식 : 통로박스 / 연장 : 14.5 m, 차로수 : 2",부산광역시 사상구
745,자유아파트 지하보도,터널,지하차도,3종,공공,"형식 : 지하차도 / 연장 : 35.0 m, 차로수 : 4",부산광역시 사상구
746,주례우체국뒤 지하차도,터널,지하차도,3종,공공,"형식 : 지하차도 / 연장 : 46.0 m, 차로수 : 1",부산광역시 사상구
747,학감대로 지하보도,터널,지하차도,3종,공공,"형식 : 지하보도 / 연장 : 37.5 m, 차로수 : 1",부산광역시 사상구
748,학장사거리 지하보도1,터널,지하차도,3종,공공,"형식 : 지하보도 / 연장 : 22.5 m, 차로수 : 1",부산광역시 사상구
749,학장사거리 지하보도2,터널,지하차도,3종,공공,"형식 : 지하보도 / 연장 : 19.5 m, 차로수 : 1",부산광역시 사상구
750,한일시멘트 지하차도,터널,지하차도,3종,공공,"형식 : 지하차도 / 연장 : 79.0 m, 차로수 : 2",부산광역시 사상구
751,센텀지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 100.0 m, 차로수 : 4",부산광역시 해운대구
752,원동IC 인근 지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 4.0 m, 차로수 : 1",부산광역시 해운대구
753,중동지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 85.0 m, 차로수 : 6",부산광역시 해운대구
754,수서지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 90.0 m, 차로수 : 6",서울특별시 강남구
755,동남로 지하보차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 40.5 m, 차로수 : 2",서울특별시 강동구
756,암사지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 53.0 m, 차로수 : 4",서울특별시 강동구
757,인수봉로지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 27.0 m, 차로수 : 3",서울특별시 강북구
758,개화 지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 80.0 m, 차로수 : 2",서울특별시 강서구
759,개화지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 420.0 m, 차로수 : 4",서울특별시 강서구
760,국내선 진입 지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 80.0 m, 차로수 : 2",서울특별시 강서구
761,국제선방향 지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 63.6 m, 차로수 : 2",서울특별시 강서구
762,국제선진입 지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 115.0 m, 차로수 : 1",서울특별시 강서구
763,발산역지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 160.0 m, 차로수 : 1",서울특별시 강서구
764,인천공항방향 지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 58.0 m, 차로수 : 3",서울특별시 강서구
765,화곡지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 70.0 m, 차로수 : 1",서울특별시 강서구
766,광장중앞 지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 72.0 m, 차로수 : 2",서울특별시 광진구
767,광장중학교앞 지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 72.0 m, 차로수 : 1",서울특별시 광진구
768,군자교동측지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 66.0 m, 차로수 : 4",서울특별시 광진구
769,군자지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 164.0 m, 차로수 : 2",서울특별시 광진구
770,경인철도횡단지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 30.0 m, 차로수 : 6",서울특별시 구로구
771,고척2지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 417.0 m, 차로수 : 4",서울특별시 구로구
772,고척지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 85.0 m, 차로수 : 4",서울특별시 구로구
773,구로역지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 231.0 m, 차로수 : 6",서울특별시 구로구
774,구로큰길(1)지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 25.0 m, 차로수 : 4",서울특별시 구로구
775,구로큰길(2)지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 131.0 m, 차로수 : 4",서울특별시 구로구
776,구일역앞지하보차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 42.0 m, 차로수 : 1",서울특별시 구로구
777,신정교동측지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 42.0 m, 차로수 : 4",서울특별시 구로구
778,오금교동측지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 60.0 m, 차로수 : 4",서울특별시 구로구
779,오금교접속교,터널,지하차도,3종,공공,"형식 : 라멘형 / 연장 : 60.0 m, 차로수 : 1",서울특별시 구로구
780,오류지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 37.0 m, 차로수 : 2",서울특별시 구로구
781,박미지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 61.5 m, 차로수 : 2",서울특별시 금천구
782,호암길 지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 36.3 m, 차로수 : 2",서울특별시 금천구
783,노원길지하박스차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 36.0 m, 차로수 : 2",서울특별시 노원구
784,노원지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 46.0 m, 차로수 : 2",서울특별시 노원구
785,노원지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 60.0 m, 차로수 : 4",서울특별시 노원구
786,노일지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 31.0 m, 차로수 : 2",서울특별시 노원구
787,당현지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 46.0 m, 차로수 : 2",서울특별시 노원구
788,덕릉고개 지하차도,터널,지하차도,3종,공공,"형식 : 라멘형 / 연장 : 10.5 m, 차로수 : 2",서울특별시 노원구
789,동일로지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 35.0 m, 차로수 : 2",서울특별시 노원구
790,마들지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 60.0 m, 차로수 : 4",서울특별시 노원구
791,상계지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 78.0 m, 차로수 : 4",서울특별시 노원구
792,수락지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 90.0 m, 차로수 : 2",서울특별시 노원구
793,용화지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 32.0 m, 차로수 : 2",서울특별시 노원구
794,월계1교 상행 언더패스,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 310.0 m, 차로수 : 3",서울특별시 노원구
795,월계1교 하행 언더패스,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 290.0 m, 차로수 : 3",서울특별시 노원구
796,"월계2,3지하차도",터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 77.0 m, 차로수 : 4",서울특별시 노원구
797,월계지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 57.0 m, 차로수 : 4",서울특별시 노원구
798,월릉교 상행 언더패스,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 186.0 m, 차로수 : 4",서울특별시 노원구
799,월릉교 하행 언더패스,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 250.0 m, 차로수 : 4",서울특별시 노원구
800,인덕지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 32.0 m, 차로수 : 2",서울특별시 노원구
801,중계로지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 45.0 m, 차로수 : 2",서울특별시 노원구
802,방학지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 40.0 m, 차로수 : 4",서울특별시 도봉구
803,군자지하차도,터널,지하차도,3종,공공,"형식 : R.C BOX / 연장 : 50.5 m, 차로수 : 2",서울특별시 동대문구
804,답십리굴다리지하보차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 49.0 m, 차로수 : 4",서울특별시 동대문구
805,독구말지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 76.0 m, 차로수 : 2",서울특별시 동대문구
806,만남지하차도,터널,지하차도,3종,공공,"형식 : R.C BOX / 연장 : 37.0 m, 차로수 : 2",서울특별시 동대문구
807,신이문지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 51.0 m, 차로수 : 2",서울특별시 동대문구
808,중랑교서측언더패스,터널,지하차도,3종,공공,"형식 : U-Type / 연장 : 280.0 m, 차로수 : 3",서울특별시 동대문구
809,중랑지하보차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 49.0 m, 차로수 : 4",서울특별시 동대문구
810,휘경지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 19.6 m, 차로수 : 6",서울특별시 동대문구
811,고구동산 지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 33.0 m, 차로수 : 2",서울특별시 동작구
812,동작지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 51.0 m, 차로수 : 3",서울특별시 동작구
813,상도지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 111.8 m, 차로수 : 4",서울특별시 동작구
814,양화진 지하보차도,터널,지하차도,3종,공공,"형식 : 라멘형 / 연장 : 90.0 m, 차로수 : 2",서울특별시 마포구
815,교남지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 31.0 m, 차로수 : 2",서울특별시 서대문구
816,연대앞지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 47.0 m, 차로수 : 1",서울특별시 서대문구
817,연희동 굴다리,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 71.0 m, 차로수 : 2",서울특별시 서대문구
818,연희지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 70.0 m, 차로수 : 4",서울특별시 서대문구
819,경부고속도로 횡단지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 78.5 m, 차로수 : 1",서울특별시 서초구
820,고속터미널 연결 지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 70.0 m, 차로수 : 1",서울특별시 서초구
821,내곡지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 95.0 m, 차로수 : 2",서울특별시 서초구
822,논현지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 43.2 m, 차로수 : 1",서울특별시 서초구
823,반포지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 80.0 m, 차로수 : 4",서울특별시 서초구
824,신원박스지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 18.0 m, 차로수 : 5",서울특별시 서초구
825,예술의전당1지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 40.0 m, 차로수 : 1",서울특별시 서초구
826,예술의전당2지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 62.0 m, 차로수 : 1",서울특별시 서초구
827,잠수교남측지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 95.0 m, 차로수 : 2",서울특별시 서초구
828,가람교지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 32.5 m, 차로수 : 2",서울특별시 성동구
829,금호동4가 지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 37.4 m, 차로수 : 2",서울특별시 성동구
830,마장지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 50.0 m, 차로수 : 0",서울특별시 성동구
831,마장철도횡단지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 10.0 m, 차로수 : 2",서울특별시 성동구
832,무학아파트진입보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 23.5 m, 차로수 : 1",서울특별시 성동구
833,살곶이교지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 54.0 m, 차로수 : 1",서울특별시 성동구
834,성동지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 95.0 m, 차로수 : 2",서울특별시 성동구
835,송정지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 14.5 m, 차로수 : 3",서울특별시 성동구
836,한양광장 지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 63.0 m, 차로수 : 3",서울특별시 성동구
837,행당지하보차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 57.0 m, 차로수 : 2",서울특별시 성동구
838,동선지하차도,터널,지하차도,3종,공공,"형식 : 라멘형 / 연장 : 26.4 m, 차로수 : 2",서울특별시 성북구
839,솔샘지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 53.0 m, 차로수 : 4",서울특별시 성북구
840,수녀원앞 굴다리,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 63.0 m, 차로수 : 2",서울특별시 성북구
841,정릉지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 41.0 m, 차로수 : 1",서울특별시 성북구
